,index,shannon,vowels,numbers,dots,length,symbols,f_slash,d_d,d_a,d_s,a_d,a_a,a_s,s_d,s_a,s_s,class
236,15205,4.0,53,9,3,175,8,4,6.0,0.0,2.0,0.0,106.0,28.0,3.0,27.0,2.0,1
237,19749,4.0,11,0,4,42,3,3,0.0,0.0,0.0,0.0,27.0,6.0,0.0,6.0,2.0,1
238,8735,4.0,30,13,1,105,3,3,11.0,0.0,1.0,0.0,62.0,14.0,2.0,13.0,1.0,0
239,14711,5.0,28,25,2,192,6,5,7.0,18.0,0.0,18.0,121.0,13.0,0.0,12.0,2.0,1
240,2288,4.0,17,8,1,60,3,2,7.0,0.0,0.0,0.0,38.0,7.0,1.0,6.0,0.0,0
241,1943,4.0,21,12,1,82,3,5,8.0,0.0,4.0,0.0,50.0,8.0,4.0,7.0,0.0,0
242,5721,4.0,6,5,1,27,3,2,4.0,0.0,0.0,0.0,14.0,4.0,1.0,3.0,0.0,0
243,17149,4.0,8,0,2,35,4,3,0.0,0.0,0.0,0.0,22.0,5.0,0.0,5.0,2.0,1
244,9178,4.0,10,0,2,39,3,1,0.0,0.0,0.0,0.0,30.0,4.0,0.0,4.0,0.0,0
245,14266,4.0,6,17,4,69,5,8,11.0,0.0,5.0,5.0,24.0,8.0,1.0,12.0,2.0,1
246,12114,4.0,13,23,4,73,3,3,21.0,0.0,2.0,2.0,35.0,4.0,0.0,6.0,2.0,1
247,3025,4.0,37,0,2,124,3,3,0.0,0.0,0.0,0.0,81.0,21.0,0.0,21.0,0.0,0
248,4057,4.0,32,11,1,106,3,4,8.0,0.0,3.0,0.0,65.0,13.0,3.0,13.0,0.0,0
249,10454,4.0,14,6,3,53,4,4,5.0,1.0,0.0,0.0,30.0,7.0,1.0,6.0,2.0,1
250,10376,3.0,8,3,3,30,1,0,0.0,3.0,0.0,3.0,17.0,3.0,0.0,3.0,0.0,1
251,891,3.0,10,0,1,30,2,4,0.0,0.0,0.0,0.0,20.0,5.0,0.0,4.0,0.0,0
252,275,4.0,15,4,1,48,4,2,3.0,0.0,1.0,0.0,29.0,6.0,1.0,6.0,1.0,0
253,11806,4.0,22,2,2,78,7,3,1.0,0.0,0.0,0.0,48.0,13.0,1.0,12.0,2.0,1
254,3576,3.0,7,4,2,27,2,1,3.0,0.0,1.0,1.0,17.0,2.0,0.0,2.0,0.0,0
255,17083,4.0,8,0,3,38,3,3,0.0,0.0,0.0,0.0,25.0,5.0,0.0,5.0,2.0,1
256,18292,4.0,24,6,3,101,7,3,3.0,0.0,3.0,0.0,57.0,16.0,3.0,16.0,2.0,1
257,5516,4.0,43,20,2,158,4,5,11.0,6.0,3.0,6.0,92.0,18.0,3.0,18.0,0.0,0
258,5910,4.0,11,0,2,35,3,2,0.0,0.0,0.0,0.0,25.0,5.0,0.0,4.0,0.0,0
259,3678,4.0,23,19,1,88,4,5,15.0,0.0,3.0,0.0,40.0,13.0,4.0,12.0,0.0,0
260,5681,3.0,3,0,2,21,2,2,0.0,0.0,0.0,0.0,12.0,4.0,0.0,4.0,0.0,0
261,13431,4.0,8,0,2,30,3,2,0.0,0.0,0.0,0.0,20.0,5.0,0.0,4.0,0.0,1
262,19720,4.0,13,1,3,55,4,6,0.0,0.0,1.0,1.0,33.0,8.0,0.0,9.0,2.0,1
263,17908,4.0,23,2,3,85,8,3,1.0,0.0,0.0,0.0,55.0,13.0,1.0,12.0,2.0,1
264,9880,4.0,18,0,2,59,3,1,0.0,0.0,0.0,0.0,44.0,7.0,0.0,7.0,0.0,0
265,10890,3.0,9,0,2,28,1,0,0.0,0.0,0.0,0.0,23.0,2.0,0.0,2.0,0.0,1
266,1399,4.0,15,2,4,57,2,4,1.0,0.0,1.0,1.0,38.0,7.0,0.0,8.0,0.0,0
267,20,4.0,10,10,1,45,4,5,5.0,1.0,3.0,2.0,19.0,5.0,3.0,5.0,1.0,0
268,8270,3.0,19,0,2,51,2,3,0.0,0.0,0.0,0.0,40.0,5.0,0.0,5.0,0.0,0
269,14560,4.0,18,1,2,77,4,4,0.0,0.0,1.0,0.0,56.0,8.0,1.0,8.0,2.0,1
270,14349,4.0,45,3,3,149,8,3,0.0,0.0,3.0,0.0,95.0,22.0,3.0,22.0,3.0,1
271,12068,4.0,8,0,2,41,3,5,0.0,0.0,0.0,0.0,26.0,6.0,0.0,6.0,2.0,1
272,9006,4.0,17,8,1,55,3,3,7.0,0.0,0.0,0.0,37.0,5.0,1.0,4.0,0.0,0
273,14420,4.0,5,0,4,38,4,4,0.0,0.0,0.0,0.0,20.0,8.0,0.0,7.0,2.0,1
274,14927,3.0,15,30,1,90,4,4,9.0,2.0,19.0,12.0,10.0,8.0,9.0,17.0,3.0,1
275,1851,4.0,19,0,4,77,3,7,0.0,0.0,0.0,0.0,52.0,12.0,0.0,12.0,0.0,0
276,4139,4.0,11,2,1,30,2,1,1.0,0.0,0.0,1.0,23.0,2.0,0.0,2.0,0.0,0
277,2473,4.0,17,6,2,62,2,5,5.0,0.0,1.0,1.0,41.0,6.0,0.0,7.0,0.0,0
278,12862,4.0,18,0,1,62,4,4,0.0,0.0,0.0,0.0,43.0,8.0,0.0,8.0,2.0,1
279,4592,4.0,15,0,2,46,3,1,0.0,0.0,0.0,0.0,31.0,7.0,0.0,7.0,0.0,0
280,8140,4.0,20,7,3,92,3,4,6.0,0.0,1.0,0.0,59.0,12.0,1.0,12.0,0.0,0
281,16463,4.0,16,2,3,63,4,6,1.0,0.0,1.0,0.0,41.0,8.0,1.0,8.0,2.0,1
282,1922,3.0,6,0,1,15,2,1,0.0,0.0,0.0,0.0,11.0,2.0,0.0,1.0,0.0,0
283,19875,3.0,4,0,2,24,2,3,0.0,0.0,0.0,0.0,14.0,5.0,0.0,4.0,0.0,1
284,10607,4.0,11,0,3,49,3,5,0.0,0.0,0.0,0.0,32.0,7.0,0.0,7.0,2.0,1
285,16172,4.0,12,0,3,51,3,5,0.0,0.0,0.0,0.0,34.0,7.0,0.0,7.0,2.0,1
286,8062,4.0,20,6,2,74,3,5,4.0,0.0,2.0,0.0,43.0,11.0,2.0,11.0,0.0,0
287,14384,3.0,18,29,1,90,4,4,8.0,3.0,18.0,12.0,10.0,9.0,9.0,17.0,3.0,1
288,16177,4.0,5,4,3,37,5,3,3.0,0.0,0.0,0.0,17.0,7.0,1.0,6.0,2.0,1
289,2342,3.0,16,0,2,35,3,2,0.0,0.0,0.0,0.0,24.0,5.0,0.0,5.0,0.0,0
290,19811,4.0,19,0,2,66,3,4,0.0,0.0,0.0,0.0,50.0,8.0,0.0,7.0,0.0,1
291,19348,4.0,27,2,3,100,8,3,0.0,0.0,1.0,0.0,65.0,15.0,2.0,14.0,2.0,1
292,18495,3.0,1,10,3,25,3,3,6.0,0.0,4.0,0.0,6.0,1.0,4.0,1.0,2.0,1
293,6260,3.0,18,0,1,52,3,3,0.0,0.0,0.0,0.0,37.0,7.0,0.0,7.0,0.0,0
294,9572,4.0,14,0,1,34,4,1,0.0,0.0,0.0,0.0,25.0,4.0,0.0,4.0,0.0,0
295,19340,4.0,15,2,2,50,5,1,1.0,0.0,1.0,1.0,31.0,7.0,0.0,8.0,0.0,1
296,15962,4.0,8,3,3,31,1,0,2.0,0.0,1.0,1.0,21.0,2.0,0.0,3.0,0.0,1
297,15171,4.0,20,6,4,76,3,5,2.0,1.0,3.0,2.0,46.0,9.0,2.0,10.0,0.0,1
298,14454,4.0,18,2,1,67,8,3,0.0,0.0,1.0,0.0,43.0,9.0,2.0,8.0,3.0,1
299,10620,4.0,34,5,3,120,7,3,3.0,0.0,1.0,0.0,84.0,14.0,2.0,13.0,2.0,1
300,7094,4.0,14,0,2,51,6,1,0.0,0.0,0.0,0.0,34.0,8.0,0.0,8.0,0.0,0
301,9796,4.0,20,5,2,71,6,2,3.0,0.0,1.0,0.0,41.0,12.0,2.0,11.0,0.0,0
302,11868,4.0,25,0,3,97,4,4,0.0,0.0,0.0,0.0,72.0,11.0,0.0,11.0,2.0,1
303,18541,4.0,30,1,8,126,7,8,0.0,0.0,1.0,0.0,71.0,24.0,1.0,23.0,5.0,1
304,4130,3.0,7,7,1,33,2,3,6.0,0.0,1.0,1.0,17.0,3.0,0.0,4.0,0.0,0
305,10090,3.0,1,10,3,25,3,3,6.0,0.0,4.0,0.0,6.0,1.0,4.0,1.0,2.0,1
306,18770,4.0,18,3,2,82,4,10,2.0,0.0,1.0,1.0,53.0,11.0,0.0,11.0,2.0,1
307,3220,3.0,6,0,1,17,2,2,0.0,0.0,0.0,0.0,11.0,3.0,0.0,2.0,0.0,0
308,1217,4.0,16,0,1,44,3,1,0.0,0.0,0.0,0.0,35.0,4.0,0.0,4.0,0.0,0
309,19509,4.0,16,0,3,55,3,2,0.0,0.0,0.0,0.0,42.0,6.0,0.0,6.0,0.0,1
310,10226,5.0,39,33,3,274,8,3,6.0,27.0,0.0,27.0,183.0,14.0,0.0,13.0,3.0,1
311,6827,3.0,6,0,1,20,2,1,0.0,0.0,0.0,0.0,16.0,2.0,0.0,1.0,0.0,0
312,15252,4.0,12,0,4,53,3,4,0.0,0.0,0.0,0.0,36.0,7.0,0.0,7.0,2.0,1
313,6345,4.0,14,0,1,40,3,2,0.0,0.0,0.0,0.0,31.0,4.0,0.0,4.0,0.0,0
314,17344,4.0,52,12,4,197,8,3,7.0,0.0,4.0,0.0,126.0,26.0,5.0,25.0,3.0,1
315,14402,3.0,9,0,2,39,4,4,0.0,0.0,0.0,0.0,24.0,6.0,0.0,6.0,2.0,1
316,2391,3.0,6,0,2,26,2,1,0.0,0.0,0.0,0.0,19.0,3.0,0.0,3.0,0.0,0
317,15121,3.0,6,0,2,25,2,2,0.0,0.0,0.0,0.0,17.0,4.0,0.0,3.0,0.0,1
318,1954,3.0,15,0,1,55,3,3,0.0,0.0,0.0,0.0,38.0,8.0,0.0,8.0,0.0,0
319,6321,4.0,10,2,1,36,3,2,1.0,1.0,0.0,0.0,25.0,4.0,1.0,3.0,0.0,0
320,17562,4.0,10,0,4,50,4,3,0.0,0.0,0.0,0.0,33.0,7.0,0.0,7.0,2.0,1
321,9939,3.0,4,7,1,24,2,3,6.0,0.0,1.0,1.0,9.0,3.0,0.0,3.0,0.0,0
322,5545,3.0,5,0,1,15,2,1,0.0,0.0,0.0,0.0,11.0,2.0,0.0,1.0,0.0,0
323,1740,4.0,10,2,2,31,3,1,1.0,1.0,0.0,0.0,20.0,4.0,1.0,3.0,0.0,0
324,6053,3.0,7,0,2,24,2,2,0.0,0.0,0.0,0.0,16.0,4.0,0.0,3.0,0.0,0
325,19434,4.0,26,3,1,106,7,5,1.0,0.0,2.0,0.0,67.0,16.0,2.0,15.0,2.0,1
326,16908,4.0,9,9,2,41,3,4,8.0,0.0,1.0,0.0,20.0,4.0,1.0,4.0,2.0,1
327,13768,3.0,3,0,1,12,1,0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,1
328,457,3.0,7,0,1,22,2,1,0.0,0.0,0.0,0.0,18.0,2.0,0.0,1.0,0.0,0
329,9191,4.0,15,5,1,52,3,3,3.0,1.0,0.0,2.0,31.0,7.0,0.0,7.0,0.0,0
330,13267,4.0,11,0,3,48,3,4,0.0,0.0,0.0,0.0,33.0,6.0,0.0,6.0,2.0,1
331,5962,4.0,30,9,2,116,7,7,4.0,0.0,4.0,1.0,66.0,17.0,4.0,17.0,2.0,0
332,12401,3.0,4,0,2,13,1,0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,2.0,0.0,1
333,11167,4.0,8,8,2,46,6,3,6.0,0.0,1.0,0.0,21.0,7.0,2.0,6.0,2.0,1
334,1345,4.0,27,5,2,91,4,1,4.0,0.0,1.0,0.0,60.0,12.0,1.0,12.0,0.0,0
335,63,3.0,3,0,1,10,2,1,0.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,0
336,15965,3.0,10,0,2,27,1,0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,2.0,0.0,1
337,11723,3.0,11,2,2,36,2,2,1.0,0.0,1.0,1.0,25.0,3.0,0.0,4.0,0.0,1
338,15716,3.0,2,14,4,32,3,3,9.0,0.0,5.0,0.0,6.0,2.0,5.0,2.0,2.0,1
339,16594,4.0,14,5,3,52,4,4,4.0,1.0,0.0,0.0,30.0,7.0,1.0,6.0,2.0,1
340,7495,4.0,9,10,3,42,2,2,9.0,0.0,1.0,0.0,22.0,4.0,1.0,4.0,0.0,0
341,3029,4.0,19,6,1,61,3,10,4.0,0.0,2.0,0.0,33.0,10.0,2.0,9.0,0.0,0
342,7936,4.0,15,1,3,60,3,3,0.0,0.0,1.0,1.0,40.0,8.0,0.0,9.0,0.0,0
343,18235,3.0,10,0,3,35,2,1,0.0,0.0,0.0,0.0,26.0,4.0,0.0,4.0,0.0,1
344,9563,3.0,7,0,1,24,2,3,0.0,0.0,0.0,0.0,16.0,4.0,0.0,3.0,0.0,0
345,15330,4.0,72,10,3,238,8,3,2.0,0.0,7.0,0.0,145.0,37.0,8.0,36.0,2.0,1
346,19155,4.0,10,3,3,48,4,3,2.0,0.0,1.0,1.0,30.0,5.0,0.0,6.0,2.0,1
347,7732,3.0,7,1,2,24,3,1,0.0,1.0,0.0,1.0,13.0,4.0,0.0,4.0,0.0,0
348,13362,5.0,15,26,3,84,3,3,10.0,11.0,4.0,12.0,38.0,1.0,4.0,1.0,2.0,1
349,7588,4.0,15,14,2,58,4,2,13.0,1.0,0.0,0.0,31.0,6.0,1.0,5.0,0.0,0
350,18097,4.0,9,0,2,35,4,3,0.0,0.0,0.0,0.0,20.0,6.0,0.0,6.0,2.0,1
351,1454,4.0,19,8,2,65,4,2,5.0,1.0,2.0,0.0,38.0,8.0,3.0,7.0,0.0,0
352,15389,3.0,8,21,1,63,4,4,7.0,0.0,14.0,9.0,8.0,4.0,5.0,12.0,3.0,1
353,18201,4.0,17,0,4,52,2,2,0.0,0.0,0.0,0.0,39.0,6.0,0.0,6.0,0.0,1
354,3451,4.0,7,2,1,31,6,1,0.0,1.0,1.0,1.0,16.0,5.0,1.0,5.0,0.0,0
355,14073,3.0,8,0,1,30,3,3,0.0,0.0,0.0,0.0,21.0,3.0,0.0,3.0,2.0,1
356,13106,4.0,14,0,3,51,4,4,0.0,0.0,0.0,0.0,34.0,7.0,0.0,7.0,2.0,1
357,12319,4.0,13,3,3,63,4,7,2.0,0.0,1.0,0.0,38.0,9.0,1.0,9.0,2.0,1
358,1817,4.0,11,0,1,34,3,2,0.0,0.0,0.0,0.0,23.0,5.0,0.0,5.0,0.0,0
359,18661,3.0,9,0,2,28,2,2,0.0,0.0,0.0,0.0,20.0,4.0,0.0,3.0,0.0,1
360,7760,3.0,6,0,2,20,2,1,0.0,0.0,0.0,0.0,14.0,3.0,0.0,2.0,0.0,0
361,61,4.0,12,0,2,40,3,1,0.0,0.0,0.0,0.0,31.0,4.0,0.0,4.0,0.0,0
362,19632,4.0,10,0,4,41,3,2,0.0,0.0,0.0,0.0,26.0,7.0,0.0,7.0,0.0,1
363,7003,4.0,21,7,2,71,3,5,6.0,0.0,1.0,0.0,46.0,8.0,1.0,8.0,0.0,0
364,5312,3.0,4,0,2,20,2,1,0.0,0.0,0.0,0.0,13.0,3.0,0.0,3.0,0.0,0
365,3098,3.0,7,0,2,22,2,1,0.0,0.0,0.0,0.0,15.0,3.0,0.0,3.0,0.0,0
366,7511,3.0,8,0,2,27,2,1,0.0,0.0,0.0,0.0,21.0,3.0,0.0,2.0,0.0,0
367,12320,4.0,16,0,4,59,3,2,0.0,0.0,0.0,0.0,42.0,8.0,0.0,8.0,0.0,1
368,17033,4.0,5,4,2,27,2,2,3.0,0.0,0.0,1.0,14.0,4.0,0.0,4.0,0.0,1
369,19246,4.0,13,3,2,59,4,5,2.0,0.0,1.0,0.0,39.0,7.0,1.0,6.0,2.0,1
370,11408,3.0,4,0,2,21,2,2,0.0,0.0,0.0,0.0,13.0,4.0,0.0,3.0,0.0,1
371,5164,4.0,19,22,1,83,4,3,13.0,9.0,0.0,8.0,39.0,7.0,1.0,5.0,0.0,0
372,19884,4.0,19,11,2,82,4,10,5.0,4.0,2.0,6.0,40.0,10.0,0.0,12.0,2.0,1
373,14708,4.0,11,0,2,50,4,3,0.0,0.0,0.0,0.0,37.0,5.0,0.0,5.0,2.0,1
374,9050,4.0,12,0,1,37,3,3,0.0,0.0,0.0,0.0,27.0,5.0,0.0,4.0,0.0,0
375,6822,4.0,13,10,1,42,3,3,9.0,0.0,0.0,0.0,22.0,5.0,1.0,4.0,0.0,0
376,633,4.0,32,9,1,93,3,5,5.0,0.0,4.0,0.0,58.0,11.0,4.0,10.0,0.0,0
377,6707,4.0,5,3,1,22,2,1,2.0,0.0,0.0,1.0,14.0,2.0,0.0,2.0,0.0,0
378,1923,4.0,14,10,2,57,3,3,7.0,2.0,1.0,1.0,34.0,5.0,2.0,4.0,0.0,0
379,13459,3.0,7,0,2,33,3,3,0.0,0.0,0.0,0.0,22.0,4.0,0.0,4.0,2.0,1
380,7539,3.0,11,0,2,32,2,1,0.0,0.0,0.0,0.0,26.0,3.0,0.0,2.0,0.0,0
381,7931,4.0,10,0,1,36,2,4,0.0,0.0,0.0,0.0,25.0,5.0,0.0,5.0,0.0,0
382,3132,4.0,18,0,2,61,3,1,0.0,0.0,0.0,0.0,42.0,9.0,0.0,9.0,0.0,0
383,11218,4.0,13,0,3,52,4,3,0.0,0.0,0.0,0.0,35.0,7.0,0.0,7.0,2.0,1
384,12699,3.0,2,14,4,32,3,3,9.0,0.0,5.0,0.0,6.0,2.0,5.0,2.0,2.0,1
385,18558,3.0,14,0,2,42,2,3,0.0,0.0,0.0,0.0,32.0,5.0,0.0,4.0,0.0,1
386,13268,3.0,1,13,3,25,3,3,8.0,0.0,4.0,1.0,3.0,1.0,4.0,1.0,2.0,1
387,18176,4.0,7,0,3,34,5,1,0.0,0.0,0.0,0.0,19.0,7.0,0.0,7.0,0.0,1
388,7665,4.0,14,17,2,66,3,3,10.0,3.0,4.0,3.0,33.0,4.0,4.0,4.0,0.0,0
389,13280,4.0,22,4,3,84,8,3,2.0,0.0,1.0,0.0,49.0,14.0,2.0,13.0,2.0,1
390,3147,4.0,8,6,1,31,3,3,4.0,1.0,1.0,1.0,14.0,4.0,1.0,4.0,0.0,0
391,17420,3.0,12,0,2,36,3,4,0.0,0.0,0.0,0.0,23.0,5.0,0.0,5.0,2.0,1
392,4714,4.0,24,6,1,87,4,4,5.0,0.0,1.0,0.0,55.0,11.0,1.0,11.0,2.0,0
393,16414,4.0,6,25,1,50,3,5,23.0,0.0,2.0,0.0,15.0,3.0,2.0,2.0,2.0,1
394,5001,4.0,24,5,1,103,4,6,4.0,0.0,1.0,0.0,65.0,15.0,1.0,14.0,2.0,0
395,10432,3.0,1,13,4,27,3,3,8.0,0.0,5.0,0.0,3.0,1.0,5.0,1.0,3.0,1
396,6804,4.0,15,6,2,57,4,1,5.0,0.0,1.0,1.0,34.0,7.0,0.0,8.0,0.0,0
397,19961,4.0,19,11,3,77,4,2,7.0,0.0,4.0,2.0,48.0,5.0,2.0,7.0,1.0,1
398,15705,4.0,10,5,3,44,1,0,0.0,5.0,0.0,4.0,28.0,3.0,0.0,3.0,0.0,1
399,3437,5.0,19,21,2,156,6,2,5.0,14.0,2.0,16.0,99.0,8.0,0.0,9.0,2.0,0
400,14390,4.0,8,10,3,44,2,2,8.0,0.0,2.0,1.0,24.0,3.0,1.0,4.0,0.0,1
401,18109,5.0,30,20,3,180,6,6,6.0,14.0,0.0,14.0,118.0,13.0,0.0,12.0,2.0,1
402,4965,3.0,12,0,2,28,2,2,0.0,0.0,0.0,0.0,19.0,4.0,0.0,4.0,0.0,0
403,10802,4.0,27,5,2,109,7,3,2.0,0.0,3.0,1.0,67.0,15.0,2.0,16.0,2.0,1
404,8288,3.0,9,0,2,30,2,1,0.0,0.0,0.0,0.0,23.0,3.0,0.0,3.0,0.0,0
405,19126,5.0,22,21,2,106,8,3,10.0,10.0,1.0,10.0,49.0,11.0,1.0,11.0,2.0,1
406,7046,4.0,10,0,2,37,3,2,0.0,0.0,0.0,0.0,26.0,5.0,0.0,5.0,0.0,0
407,19691,4.0,15,0,3,61,4,4,0.0,0.0,0.0,0.0,42.0,8.0,0.0,8.0,2.0,1
408,4169,4.0,7,1,1,31,6,1,0.0,0.0,0.0,0.0,19.0,5.0,1.0,4.0,1.0,0
409,8473,3.0,4,0,1,15,2,1,0.0,0.0,0.0,0.0,11.0,2.0,0.0,1.0,0.0,0
410,407,4.0,10,4,3,48,2,4,3.0,0.0,1.0,1.0,29.0,6.0,0.0,7.0,0.0,0
411,9839,4.0,31,8,1,103,4,5,5.0,0.0,3.0,0.0,67.0,11.0,3.0,11.0,2.0,0
412,7796,4.0,17,0,2,44,3,2,0.0,0.0,0.0,0.0,31.0,6.0,0.0,6.0,0.0,0
413,13950,4.0,26,5,3,95,6,6,2.0,0.0,3.0,1.0,59.0,12.0,2.0,13.0,2.0,1
414,4122,4.0,14,4,2,46,2,6,2.0,0.0,2.0,0.0,28.0,6.0,2.0,5.0,0.0,0
415,1623,4.0,15,0,1,43,2,4,0.0,0.0,0.0,0.0,33.0,5.0,0.0,4.0,0.0,0
416,1595,4.0,20,0,2,54,2,4,0.0,0.0,0.0,0.0,41.0,6.0,0.0,6.0,0.0,0
417,10069,4.0,11,0,3,46,2,2,0.0,0.0,0.0,0.0,35.0,5.0,0.0,5.0,0.0,1
418,19379,4.0,3,4,2,33,3,3,2.0,1.0,0.0,2.0,17.0,4.0,0.0,4.0,2.0,1
419,6356,3.0,3,0,1,24,3,1,0.0,0.0,0.0,0.0,17.0,3.0,0.0,3.0,0.0,0
420,170,3.0,7,0,1,21,3,1,0.0,0.0,0.0,0.0,14.0,3.0,0.0,3.0,0.0,0
421,4904,3.0,8,0,2,28,2,1,0.0,0.0,0.0,0.0,22.0,3.0,0.0,2.0,0.0,0
422,2882,4.0,28,0,2,77,3,2,0.0,0.0,0.0,0.0,54.0,11.0,0.0,11.0,0.0,0
423,3205,4.0,26,1,2,83,4,8,0.0,0.0,1.0,1.0,53.0,12.0,0.0,13.0,2.0,0
424,10735,3.0,4,2,1,25,4,3,1.0,1.0,0.0,1.0,12.0,4.0,0.0,3.0,2.0,1
425,12593,4.0,15,1,4,66,6,3,0.0,0.0,0.0,0.0,45.0,9.0,1.0,8.0,2.0,1
426,12825,4.0,19,4,2,75,7,3,2.0,0.0,1.0,0.0,44.0,12.0,2.0,11.0,2.0,1
427,9872,4.0,13,0,2,37,5,2,0.0,0.0,0.0,0.0,24.0,6.0,0.0,5.0,1.0,0
428,11786,4.0,8,0,3,34,3,2,0.0,0.0,0.0,0.0,22.0,5.0,0.0,5.0,1.0,1
429,14071,4.0,20,2,3,66,4,4,1.0,0.0,1.0,0.0,44.0,8.0,1.0,8.0,2.0,1
430,5405,4.0,10,8,1,43,3,3,7.0,0.0,1.0,0.0,25.0,4.0,1.0,4.0,0.0,0
431,11244,4.0,7,4,2,40,3,4,3.0,0.0,1.0,1.0,23.0,4.0,0.0,5.0,2.0,1
432,19662,3.0,11,0,2,31,2,2,0.0,0.0,0.0,0.0,23.0,4.0,0.0,3.0,0.0,1
433,15326,4.0,5,8,3,37,4,3,4.0,3.0,1.0,3.0,12.0,5.0,1.0,5.0,2.0,1
434,1385,3.0,8,0,2,28,2,1,0.0,0.0,0.0,0.0,21.0,3.0,0.0,3.0,0.0,0
435,7417,4.0,15,6,1,59,3,3,4.0,2.0,0.0,2.0,34.0,8.0,0.0,8.0,0.0,0
436,1295,4.0,15,8,1,63,5,3,5.0,2.0,0.0,0.0,39.0,8.0,3.0,5.0,0.0,0
437,683,4.0,13,0,2,51,2,2,0.0,0.0,0.0,0.0,42.0,4.0,0.0,4.0,0.0,0
438,10115,4.0,14,5,2,56,3,6,4.0,0.0,1.0,0.0,35.0,6.0,1.0,6.0,2.0,1
439,17362,3.0,4,0,2,15,1,0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,2.0,0.0,1
440,16868,4.0,26,9,3,94,7,3,3.0,3.0,2.0,4.0,53.0,12.0,2.0,12.0,2.0,1
441,15961,3.0,3,0,2,14,1,0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,2.0,0.0,1
442,15394,4.0,32,6,3,109,7,3,3.0,0.0,2.0,0.0,67.0,16.0,3.0,15.0,2.0,1
443,16073,4.0,6,8,4,40,2,5,6.0,0.0,2.0,0.0,15.0,7.0,2.0,7.0,0.0,1
444,17937,4.0,20,0,2,75,4,6,0.0,0.0,0.0,0.0,54.0,9.0,0.0,9.0,2.0,1
445,9816,4.0,9,8,1,41,3,3,7.0,0.0,1.0,0.0,21.0,5.0,1.0,5.0,0.0,0
446,679,3.0,6,0,1,17,2,1,0.0,0.0,0.0,0.0,13.0,2.0,0.0,1.0,0.0,0
447,19359,4.0,9,0,3,36,4,2,0.0,0.0,0.0,0.0,23.0,5.0,0.0,5.0,2.0,1
448,1497,4.0,35,8,3,131,3,7,5.0,0.0,3.0,0.0,80.0,20.0,3.0,19.0,0.0,0
449,12139,4.0,24,6,2,89,7,3,4.0,0.0,1.0,0.0,56.0,12.0,2.0,11.0,2.0,1
450,800,3.0,9,0,1,25,3,1,0.0,0.0,0.0,0.0,18.0,3.0,0.0,3.0,0.0,0
451,14869,4.0,17,11,1,78,4,7,6.0,1.0,4.0,0.0,41.0,10.0,5.0,8.0,2.0,1
452,747,4.0,13,0,2,44,3,1,0.0,0.0,0.0,0.0,33.0,5.0,0.0,5.0,0.0,0
453,16864,4.0,24,4,3,85,7,3,2.0,0.0,1.0,0.0,52.0,13.0,2.0,12.0,2.0,1
454,4029,4.0,7,11,4,43,4,2,10.0,0.0,1.0,0.0,16.0,7.0,1.0,7.0,0.0,0
455,5981,4.0,76,173,15,483,7,4,86.0,85.0,1.0,86.0,174.0,24.0,1.0,24.0,1.0,0
456,10383,4.0,24,4,3,87,7,3,2.0,0.0,1.0,0.0,54.0,13.0,2.0,12.0,2.0,1
457,7878,4.0,10,6,1,39,6,1,4.0,0.0,1.0,1.0,20.0,5.0,1.0,5.0,1.0,0
458,2206,3.0,7,0,1,25,2,1,0.0,0.0,0.0,0.0,21.0,2.0,0.0,1.0,0.0,0
459,3056,4.0,13,5,2,50,3,2,4.0,0.0,1.0,0.0,33.0,5.0,1.0,5.0,0.0,0
460,10408,4.0,29,4,2,99,7,7,3.0,0.0,1.0,1.0,68.0,11.0,0.0,12.0,2.0,1
461,590,4.0,13,8,2,62,3,4,6.0,0.0,2.0,1.0,36.0,7.0,1.0,8.0,0.0,0
462,10863,4.0,7,0,1,33,3,4,0.0,0.0,0.0,0.0,22.0,4.0,0.0,4.0,2.0,1
463,7840,4.0,23,26,1,94,3,3,16.0,9.0,0.0,9.0,39.0,10.0,1.0,9.0,0.0,0
464,3689,4.0,12,0,1,38,3,2,0.0,0.0,0.0,0.0,27.0,5.0,0.0,5.0,0.0,0
465,18183,3.0,5,0,2,21,2,0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,3.0,0.0,1
466,1491,3.0,8,0,2,25,2,1,0.0,0.0,0.0,0.0,19.0,3.0,0.0,2.0,0.0,0
467,19681,4.0,20,2,3,78,4,5,1.0,0.0,1.0,0.0,54.0,9.0,1.0,9.0,2.0,1
468,17164,4.0,42,6,8,143,5,5,4.0,1.0,1.0,1.0,89.0,21.0,1.0,21.0,3.0,1
469,17426,4.0,12,0,3,46,3,4,0.0,0.0,0.0,0.0,31.0,6.0,0.0,6.0,2.0,1
470,516,4.0,11,6,1,50,3,3,5.0,1.0,0.0,1.0,26.0,8.0,0.0,8.0,0.0,0
471,18702,3.0,4,0,2,23,2,2,0.0,0.0,0.0,0.0,15.0,4.0,0.0,3.0,0.0,1
